year,Base case diesel consumed,Modeled residential ashp
2017,21186.2102471,-99150.1255565
2018,21996.2815346,-98340.054269
2019,22806.3528221,-97529.9829815
2020,23616.4241095,-96719.9116941
2021,24426.495397,-95909.8404066
2022,25236.5666845,-95099.7691191
2023,26208.6522295,-94127.6835742
2024,27180.7377744,-93155.5980292
2025,27990.8090619,-92345.5267417
2026,28962.8946069,-91373.4411967
2027,29934.9801518,-90401.3556518
2028,30907.0656968,-89429.2701068
2029,31879.1512418,-88457.1845618
2030,32851.2367868,-87485.0990169
2031,33823.3223317,-86513.0134719
