year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,103650.107489,76813.2795418
2018,103650.107489,76813.2795418
2019,103650.107489,76813.2795418
2020,103650.107489,76813.2795418
2021,103650.107489,76813.2795418
2022,103650.107489,76813.2795418
2023,103650.107489,76813.2795418
2024,103650.107489,76813.2795418
2025,103650.107489,76813.2795418
2026,103650.107489,76813.2795418
2027,103650.107489,76813.2795418
2028,103650.107489,76813.2795418
2029,103650.107489,76813.2795418
2030,103650.107489,76813.2795418
2031,103650.107489,76813.2795418
