year,Base case cost,Modeled water and wastewater efficiency
2017,30732.0484351,19562.6229458
2018,32516.4837165,20568.4527833
2019,34865.9334232,21887.925887
2020,36073.0838578,22576.2873343
2021,36933.4528135,23073.0893093
2022,37647.2691031,23489.1423836
2023,38162.1221678,23795.2855482
2024,38679.6019898,24103.0871584
2025,39198.224676,24411.5328079
2026,39819.8581995,24777.0462766
2027,40390.4405298,25114.1098815
2028,40857.673411,25393.630362
2029,41432.7348526,25733.4795659
2030,41851.0155336,25985.9450082
2031,42478.8959847,26354.9932589
