year,Base case cost,Modeled wind power
2019,299102.991577,509309.863667
2020,320346.042868,527744.309475
2021,335855.85484,541381.717792
2022,348970.769375,553025.458026
2023,358720.682688,561839.169511
2024,368595.006258,570777.291253
2025,378593.740083,579839.823251
2026,390550.454374,590592.849478
2027,401420.059995,600392.510153
2028,410553.846324,608723.837772
2029,421999.589918,619099.63642
2030,430399.503841,626830.834752
2031,442713.897619,637941.540466
2032,456141.31887,650031.530534
2033,468400.912892,661087.436492
2034,481775.015462,673124.107879
2035,491710.803622,682257.43733
2036,505358.904971,694568.107496
2037,515138.439774,703545.183589
2038,529053.134529,716122.447162
