year,Base case cost,Modeled diesel efficiency
2019,682114.609809,826793.307839
2020,716360.231698,853081.41521
2021,741315.403704,871037.196692
2022,758930.819237,882431.348978
2023,770674.429593,888595.774786
2024,781502.387161,894033.528966
2025,793254.302757,900414.506973
2026,807944.197253,909567.216813
2027,820275.403388,916674.14273
2028,830565.596621,922021.772344
2029,843795.845063,930136.095912
2030,852616.01069,934332.968111
2031,867316.286737,943964.96089
2032,882016.562783,953684.419922
2033,896083.564226,962913.590936
2034,910773.458721,972792.442848
2035,919754.538388,977562.922264
2036,936552.925867,989519.595354
2037,946029.205511,994897.492338
2038,962188.089456,1006426.34915
