year,Base case diesel consumed,Modeled diesel efficiency
2019,146691.313937,133355.739943
2020,146795.129446,133450.117678
2021,146795.129446,133450.117678
2022,146795.129446,133450.117678
2023,146795.129446,133450.117678
2024,146898.944955,133544.495414
2025,146898.944955,133544.495414
2026,146898.944955,133544.495414
2027,147002.760464,133638.873149
2028,147002.760464,133638.873149
2029,147002.760464,133638.873149
2030,147002.760464,133638.873149
2031,147002.760464,133638.873149
2032,147002.760464,133638.873149
2033,146898.944955,133544.495414
2034,146898.944955,133544.495414
2035,146691.313937,133355.739943
2036,146795.129446,133450.117678
2037,146898.944955,133544.495414
2038,146898.944955,133544.495414
