year,Base case cost,Modeled non-residential energy efficiency
2017,1009943.06171,991252.214197
2018,1081427.82897,1051851.20686
2019,1179960.88656,1136370.76494
2020,1224397.36351,1173221.28688
2021,1257241.71603,1199900.05466
2022,1280425.96488,1218110.25808
2023,1295882.13077,1229555.11729
2024,1309406.27593,1239346.84582
2025,1324862.44183,1250893.20438
2026,1344182.6492,1265897.49975
2027,1359638.81509,1277540.65579
2028,1373162.96025,1287526.03357
2029,1390551.14688,1300965.98491
2030,1402143.27131,1309337.03028
2031,1421463.47867,1324569.50041
