year,Base case cost,Modeled water and wastewater efficiency
2017,84439.8295405,78682.3863136
2018,90445.6760548,82452.4501884
2019,98766.4406371,87859.6814524
2020,102513.897615,90063.7782317
2021,105227.104291,91551.0879844
2022,107198.343554,92527.0561096
2023,108524.810756,93059.5876685
2024,109681.591333,93482.2387698
2025,110993.727257,94023.174441
2026,112603.245233,94781.9255319
2027,114001.225034,95401.0236784
2028,115117.528655,95830.4522101
2029,116594.513557,96521.7029499
2030,117543.131724,96849.7393789
2031,119149.879347,97648.1455882
