year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,12549.0397134,9286.2893879
2018,12549.0397134,9286.2893879
2019,12549.0397134,9286.2893879
2020,12549.0397134,9286.2893879
2021,12549.0397134,9286.2893879
2022,12549.0397134,9286.2893879
2023,12549.0397134,9286.2893879
2024,12549.0397134,9286.2893879
2025,12549.0397134,9286.2893879
2026,12549.0397134,9286.2893879
2027,12549.0397134,9286.2893879
2028,12549.0397134,9286.2893879
2029,12549.0397134,9286.2893879
2030,12549.0397134,9286.2893879
2031,12549.0397134,9286.2893879
