year,Base case diesel consumed,Modeled non-residential ashp
2017,62160.823294,58396.11138
2018,63665.3972991,59900.6853851
2019,63665.3972991,59900.6853851
2020,63665.3972991,59900.6853851
2021,63665.3972991,59900.6853851
2022,63665.3972991,59900.6853851
2023,63665.3972991,59900.6853851
2024,63665.3972991,59900.6853851
2025,62160.823294,58396.11138
2026,62160.823294,58396.11138
2027,62160.823294,58396.11138
2028,62160.823294,58396.11138
2029,60656.2492889,56891.5373749
2030,59151.6752838,55386.9633698
2031,57647.1012787,53882.3893647
