year,Base case diesel consumed,Modeled residential ashp
2017,62160.823294,31768.5906667
2018,63665.3972991,33273.1646718
2019,63665.3972991,33273.1646718
2020,63665.3972991,33273.1646718
2021,63665.3972991,33273.1646718
2022,63665.3972991,33273.1646718
2023,63665.3972991,33273.1646718
2024,63665.3972991,33273.1646718
2025,62160.823294,31768.5906667
2026,62160.823294,31768.5906667
2027,62160.823294,31768.5906667
2028,62160.823294,31768.5906667
2029,60656.2492889,30264.0166616
2030,59151.6752838,28759.4426566
2031,57647.1012787,27254.8686515
