year,Base case cost,Modeled non-residential energy efficiency
2017,1241470.58117,1320771.11428
2018,1301051.48167,1371599.07279
2019,1382081.50635,1442482.79777
2020,1422596.5187,1475791.26942
2021,1448812.11492,1495903.31784
2022,1467878.00308,1509465.98407
2023,1482177.4192,1518693.40381
2024,1491710.36328,1523583.28684
2025,1506009.7794,1532999.31999
2026,1522692.43154,1544722.83829
2027,1536991.84766,1554318.74721
2028,1548908.02776,1561784.9638
2029,1563207.44388,1571552.4156
2030,1572740.38797,1576969.67372
2031,1589423.04011,1589117.20241
