year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,92957.18,13331.3,174186.99,103829.26
2018,92743.98,13334.06,174186.99,103829.26
2019,92530.77,13336.96,174186.99,105071.82
2020,92246.5,13339.79,174186.99,105071.82
2021,92033.3,13342.42,174186.99,106314.38
2022,91820.09,13344.94,174186.99,106314.38
2023,91606.89,13347.3,174186.99,107556.93
2024,91464.75,13349.64,174186.99,107556.93
2025,91251.55,13351.83,174186.99,108799.49
2026,91109.41,13353.88,174186.99,108799.49
2027,90967.27,13355.63,174186.99,110042.04
2028,90825.14,13357.11,174186.99,110042.04
2029,90611.93,13359.3,174186.99,110042.04
2030,90469.8,13361.03,174186.99,111284.6
2031,90398.73,13362.24,174186.99,111284.6
2032,90398.73,,,111284.6
2033,90398.73,,,111284.6
2034,90469.8,,,111284.6
2035,90469.8,,,111284.6
2036,90540.86,,,111284.6
