year,Base case cost,Modeled diesel efficiency
2019,248907.77988,447808.090016
2020,263824.991318,456177.122024
2021,273338.888865,459755.739617
2022,280051.278671,460906.369026
2023,284897.418014,460476.458908
2024,288113.963939,458678.432042
2025,292917.462372,458433.764896
2026,298838.863311,459313.454414
2027,303830.692427,459453.627122
2028,307897.213811,458855.685659
2029,312611.166334,458946.976871
2030,315739.587713,457695.175833
2031,321819.470698,459222.517472
2032,328147.381639,461069.084992
2033,334475.29258,463007.201204
2034,341975.828526,466100.743229
2035,346499.318322,466575.187306
2036,353109.369945,469031.767161
2037,357917.132469,469933.16547
2038,364545.661821,472571.117955
