year,Base case cost,Modeled water and wastewater efficiency
2017,106203.827934,95856.1094902
2018,111212.289619,96890.5561001
2019,118014.366867,98704.2810845
2020,121443.110201,99126.8819591
2021,123678.101123,99071.9171373
2022,125316.203824,98789.631832
2023,126554.519839,98361.9475226
2024,127395.239906,97789.6865391
2025,128631.646622,97405.0886898
2026,130064.969391,97124.1687036
2027,131294.030601,96777.2803578
2028,132319.28157,96364.2212582
2029,133558.180271,96063.603473
2030,134390.192402,95609.7887793
2031,135809.555973,95419.8365117
