year,Base case cost,Modeled residential energy efficiency
2017,784895.290124,774565.5121
2018,821389.633131,799117.592211
2019,880986.354541,843814.994675
2020,906089.165202,859839.11557
2021,932768.716884,879544.279401
2022,944716.701862,885607.313016
2023,964350.317958,900105.946285
2024,970391.759251,901760.624516
2025,990295.170563,916673.075817
2026,1000985.72823,922104.485995
2027,1021209.52136,937474.669982
2028,1028929.94499,940745.432305
2029,1038194.45334,945287.319488
2030,1055684.18324,958792.983276
2031,1066610.81173,964784.233242
2032,1077537.44021,970835.755992
2033,1088464.06869,976946.138848
2034,1100951.6441,984337.271982
2035,1108756.37873,988114.729426
2036,1119683.00722,994393.544022
