year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,60784.9,794216.24,490976.98,45418.93,447254.34,293918.31
2018,64130.98,837762.99,516934.3,47081.31,463288.49,304455.34
2019,68679.48,896986.57,558845.02,49334.89,485094.94,322141.33
2020,70961.83,926598.36,576707.23,50481.28,495998.16,329381.93
2021,72443.48,945758.92,595221.82,51234.62,503053.19,337546.89
2022,73524.78,959693.88,603726.97,51791.42,508184.12,340989.73
2023,74338.63,970145.1,617236.48,52215.89,512032.32,347113.83
2024,74885.63,977112.58,621538.76,52509.61,514597.78,348853.0
2025,75699.03,987563.8,635247.08,52932.61,518445.98,355048.09
2026,76645.41,999756.89,642863.05,53419.56,522935.54,358122.68
2027,77456.78,1010208.11,656807.45,53837.25,526783.74,364402.07
2028,78133.26,1018917.46,662309.56,54186.03,529990.57,366620.39
2029,78947.59,1029368.68,668912.08,54610.59,533838.76,369282.37
2030,79492.29,1036336.16,680916.58,54897.9,536404.23,374767.6
2031,80434.81,1048529.25,688706.5,55374.75,540893.79,377904.31
2032,,,696496.43,,,381041.02
2033,,,704286.35,,,384177.72
2034,,,713189.11,,,387762.53
2035,,,718753.34,,,390003.03
2036,,,726543.27,,,393139.74
