year,Base case diesel consumed,Modeled non-residential ashp
2017,174186.992524,121930.894715
2018,174186.992524,121930.894715
2019,174186.992524,121930.894715
2020,174186.992524,121930.894715
2021,174186.992524,121930.894715
2022,174186.992524,121930.894715
2023,174186.992524,121930.894715
2024,174186.992524,121930.894715
2025,174186.992524,121930.894715
2026,174186.992524,121930.894715
2027,174186.992524,121930.894715
2028,174186.992524,121930.894715
2029,174186.992524,121930.894715
2030,174186.992524,121930.894715
2031,174186.992524,121930.894715
