year,Base case diesel consumed,Modeled non-residential ashp
2017,6361.37973901,-7354.27363436
2018,6361.37973901,-7354.27363436
2019,6361.37973901,-7354.27363436
2020,6361.37973901,-7354.27363436
2021,6361.37973901,-7354.27363436
2022,6361.37973901,-7354.27363436
2023,6361.37973901,-7354.27363436
2024,6361.37973901,-7354.27363436
2025,6361.37973901,-7354.27363436
2026,6361.37973901,-7354.27363436
2027,6361.37973901,-7354.27363436
2028,6361.37973901,-7354.27363436
2029,6361.37973901,-7354.27363436
2030,6361.37973901,-7354.27363436
2031,6361.37973901,-7354.27363436
