year,Base case cost,Modeled non-residential energy efficiency
2017,1684395.26732,1756551.66408
2018,1769559.06195,1833885.97576
2019,1887478.1622,1940964.25348
2020,1943162.18177,1991528.99573
2021,1979193.01796,2024247.35836
2022,2008672.79302,2051016.92779
2023,2028325.9764,2068863.30741
2024,2044703.62921,2083735.29043
2025,2064356.81259,2101581.67004
2026,2087285.52653,2122402.44627
2027,2106938.7099,2140248.82588
2028,2123316.36272,2155120.8089
2029,2146245.07666,2175941.58512
2030,2159347.19891,2187839.17153
2031,2182275.91285,2208659.94776
