year,Base case diesel consumed,Modeled non-residential ashp
2017,180309.532569,116789.841858
2018,184741.900195,121222.209484
2019,190282.359727,126762.669016
2020,195822.819259,132303.128547
2021,200255.186884,136735.496173
2022,205795.646416,142275.955705
2023,211336.105948,147816.415237
2024,216876.56548,153356.874769
2025,222417.025012,158897.334301
2026,227957.484544,164437.793832
2027,233497.944076,169978.253364
2028,240146.495514,176626.804803
2029,245686.955046,182167.264334
2030,252335.506484,188815.815773
2031,257875.966016,194356.275305
