year,Base case cost,Modeled water and wastewater efficiency
2017,318744.000561,258613.01756
2018,338029.013712,273106.37075
2019,363367.035005,292127.871099
2020,378814.304366,303743.744881
2021,391261.567765,313113.625489
2022,402900.054541,321878.305259
2023,413121.446696,329583.352268
2024,423023.310499,337050.063265
2025,433745.476669,345130.549962
2026,445306.87716,353838.635598
2027,456471.549357,362249.999513
2028,467247.384618,370371.03381
2029,479670.071966,379724.369113
2030,490399.125369,387812.33671
2031,503367.506364,397574.167378
