year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,211732.302582,156681.903911
2018,211732.302582,156681.903911
2019,211732.302582,156681.903911
2020,211732.302582,156681.903911
2021,211732.302582,156681.903911
2022,211732.302582,156681.903911
2023,211732.302582,156681.903911
2024,211732.302582,156681.903911
2025,211732.302582,156681.903911
2026,211732.302582,156681.903911
2027,211732.302582,156681.903911
2028,211732.302582,156681.903911
2029,211732.302582,156681.903911
2030,211732.302582,156681.903911
2031,211732.302582,156681.903911
