year,Base case diesel consumed,Modeled residential ashp
2017,2354.50602262,-5137.52421256
2018,2354.50602262,-5137.52421256
2019,2354.50602262,-5137.52421256
2020,2354.50602262,-5137.52421256
2021,2082.64178571,-5409.38844946
2022,2082.64178571,-5409.38844946
2023,2082.64178571,-5409.38844946
2024,2082.64178571,-5409.38844946
2025,2082.64178571,-5409.38844946
2026,1810.77754881,-5681.25268637
2027,1810.77754881,-5681.25268637
2028,1810.77754881,-5681.25268637
2029,1810.77754881,-5681.25268637
2030,1538.9133119,-5953.11692328
2031,1538.9133119,-5953.11692328
