year,Base case cost,Modeled residential energy efficiency
2017,81304.9300618,81304.9300618
2018,85182.8696787,85182.8696787
2019,90741.2497963,90741.2497963
2020,93326.5428743,93326.5428743
2021,83986.3195117,83986.3195117
2022,85125.8288283,85125.8288283
2023,86037.4362817,86037.4362817
2024,86721.1418716,86721.1418716
2025,87632.749325,87632.749325
2026,76751.2519274,76751.2519274
2027,77441.7123934,77441.7123934
2028,78132.1728594,78132.1728594
2029,78921.2705349,78921.2705349
2030,67093.9302991,67093.9302991
2031,67927.1651711,67927.1651711
