year,Base case cost,Modeled non-residential energy efficiency
2017,268345.815508,248395.377284
2018,284628.025185,261963.123371
2019,307965.859056,281666.621688
2020,318820.665507,290550.68196
2021,326961.770346,297092.444035
2022,332389.173572,301291.613865
2023,336731.096152,304560.811135
2024,339987.538088,306899.755358
2025,344329.460668,310192.048472
2026,349214.123572,313966.454105
2027,353013.30583,316809.804225
2028,356812.488088,319663.781645
2029,361154.410668,322999.106286
2030,363868.112281,324931.659079
2031,369295.515507,329228.954076
