year,Base case diesel consumed,Modeled non-residential ashp
2017,3680.4124776,-3088.33465722
2018,3680.4124776,-3088.33465722
2019,3680.4124776,-3088.33465722
2020,3680.4124776,-3088.33465722
2021,3680.4124776,-3088.33465722
2022,3680.4124776,-3088.33465722
2023,3680.4124776,-3088.33465722
2024,3680.4124776,-3088.33465722
2025,3680.4124776,-3088.33465722
2026,3680.4124776,-3088.33465722
2027,3680.4124776,-3088.33465722
2028,3680.4124776,-3088.33465722
2029,3680.4124776,-3088.33465722
2030,3680.4124776,-3088.33465722
2031,3680.4124776,-3088.33465722
