year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,26669.6556348,19735.5451697
2018,26669.6556348,19735.5451697
2019,26669.6556348,19735.5451697
2020,26669.6556348,19735.5451697
2021,26669.6556348,19735.5451697
2022,26669.6556348,19735.5451697
2023,26669.6556348,19735.5451697
2024,26669.6556348,19735.5451697
2025,26669.6556348,19735.5451697
2026,26669.6556348,19735.5451697
2027,26669.6556348,19735.5451697
2028,26669.6556348,19735.5451697
2029,26669.6556348,19735.5451697
2030,26669.6556348,19735.5451697
2031,26669.6556348,19735.5451697
