year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,58687.59,5685051.54,7237555.96,77586.36,9247579.28,3886968.31
2018,64067.53,6227412.94,7847009.37,77490.51,9247579.28,3873370.72
2019,71765.67,6971222.87,8746184.52,77508.44,9247579.28,3877255.75
2020,75389.64,7343127.84,9149748.41,77432.47,9247579.28,3865600.67
2021,77886.62,7591064.48,9437419.16,77415.04,9247579.28,3863658.16
2022,79607.05,7777016.96,9629839.26,77349.32,9247579.28,3855888.1
2023,80684.25,7916481.32,9730021.18,77228.65,9247579.28,3838405.49
2024,81436.03,8024953.6,9799119.02,77108.47,9247579.28,3822865.39
2025,82487.82,8148921.92,9906959.9,77039.48,9247579.28,3813152.82
2026,83756.76,8319378.37,10022270.91,76889.88,9247579.28,3791785.18
2027,84769.4,8458842.73,10121870.93,76763.72,9247579.28,3776245.08
2028,85463.18,8567315.01,10176378.37,76638.58,9247579.28,3758762.46
2029,87125.94,8722275.41,10368905.46,76675.14,9247579.28,3762647.49
2030,87850.89,8799755.61,10449404.12,76659.96,9247579.28,3760704.97
2031,89297.67,8970212.05,10603254.95,76582.48,9247579.28,3750992.41
