year,Base case diesel consumed,Modeled residential ashp
2017,301320.92316,-1554794.97921
2018,299785.620947,-1556330.28143
2019,300224.278722,-1555891.62365
2020,298908.305397,-1557207.59698
2021,298688.976509,-1557426.92586
2022,297811.660959,-1558304.24141
2023,295837.700971,-1560278.2014
2024,294083.069871,-1562032.8325
2025,292986.425433,-1563129.47694
2026,290573.807671,-1565542.0947
2027,288819.17657,-1567296.7258
2028,286845.216582,-1569270.68579
2029,287283.874357,-1568832.02802
2030,287064.54547,-1569051.3569
2031,285967.901032,-1570148.00134
