year,Base case cost,Modeled non-residential energy efficiency
2017,14932630.8157,14121729.5385
2018,15474992.2215,14626744.0081
2019,16218802.1495,15334082.3171
2020,16590707.1135,15670370.4661
2021,16838643.7562,15883525.0622
2022,17024596.2382,16035510.702
2023,17164060.5997,16141804.3207
2024,17272532.8808,16217883.2965
2025,17396501.2022,16310217.5308
2026,17566957.644,16449781.3107
2027,17706422.0055,16559077.0567
2028,17814894.2867,16638087.7977
2029,17969854.6883,16764277.1661
2030,18047334.8892,16813660.6532
2031,18217791.331,16956678.8993
