year,Base case diesel consumed,Modeled non-residential ashp
2017,213845.354299,-251035.850699
2018,213845.354299,-251035.850699
2019,213845.354299,-251035.850699
2020,213845.354299,-251035.850699
2021,213845.354299,-251035.850699
2022,213845.354299,-251035.850699
2023,213845.354299,-251035.850699
2024,213845.354299,-251035.850699
2025,213845.354299,-251035.850699
2026,213845.354299,-251035.850699
2027,213845.354299,-251035.850699
2028,213845.354299,-251035.850699
2029,213845.354299,-251035.850699
2030,213845.354299,-251035.850699
2031,213845.354299,-251035.850699
