year,Base case cost,Modeled water and wastewater efficiency
2017,73651.9282147,57375.9276192
2018,78904.1269173,60718.3627986
2019,85997.485964,65301.7022621
2020,89268.7088526,67324.0256352
2021,91488.3530731,68644.1897266
2022,93180.5441314,69614.4705426
2023,94350.4921278,70237.2451738
2024,95256.5194486,70686.8315871
2025,96424.0755479,71316.1498543
2026,97719.008485,72035.5350681
2027,98881.7653099,72669.9007563
2028,99778.2013774,73129.5875382
2029,101068.44949,73857.357528
2030,101836.159072,74236.8638859
2031,103128.990539,74972.5235129
