year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,47854.8349737,35412.5778805
2018,47854.8349737,35412.5778805
2019,47854.8349737,35412.5778805
2020,47854.8349737,35412.5778805
2021,47854.8349737,35412.5778805
2022,47854.8349737,35412.5778805
2023,47854.8349737,35412.5778805
2024,47854.8349737,35412.5778805
2025,47854.8349737,35412.5778805
2026,47854.8349737,35412.5778805
2027,47854.8349737,35412.5778805
2028,47854.8349737,35412.5778805
2029,47854.8349737,35412.5778805
2030,47854.8349737,35412.5778805
2031,47854.8349737,35412.5778805
