year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,2651704.08,8625.95,47854.83,37559.04
2018,2691265.93,8626.22,47854.83,37559.04
2019,2656202.41,8625.99,47854.83,37559.04
2020,2666197.6,8626.18,47854.83,37559.04
2021,2671077.07,8626.23,47854.83,37559.04
2022,2664130.1,8626.39,47854.83,37559.04
2023,2667038.32,8626.32,47854.83,37559.04
2024,2667391.01,8626.35,47854.83,37559.04
2025,2666210.63,8626.34,47854.83,37559.04
2026,2666735.08,8626.46,47854.83,37559.04
2027,2666320.04,8626.68,47854.83,37559.04
2028,2665914.75,8626.86,47854.83,37559.04
2029,2666854.61,8626.28,47854.83,37559.04
2030,2667763.88,8625.65,47854.83,37559.04
2031,2668100.26,8625.37,47854.83,37559.04
2032,2667838.58,8625.56,47854.83,37559.04
2033,2667538.64,8625.8,47854.83,37559.04
2034,2667391.11,8625.87,47854.83,37559.04
2035,2667106.43,8626.06,47854.83,37559.04
2036,2667248.79,8625.99,47854.83,37559.04
2037,2667538.59,8625.77,47854.83,37559.04
2038,2667756.8,8625.64,47854.83,37559.04
2039,2667611.33,8625.73,47854.83,37559.04
2040,2667611.42,8625.71,47854.83,37559.04
