year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,24864.82,137944.45,148084.39,29207.34,405151.1,50583.22
2018,27194.68,150865.26,158225.33,29493.73,409100.37,51076.29
2019,30385.58,168571.55,172122.18,29882.48,414512.34,51751.98
2020,32025.2,177663.97,179258.4,30083.99,417291.46,52098.95
2021,33060.55,183406.55,183765.48,30210.87,419046.7,52318.09
2022,33923.81,188192.03,187521.38,30317.36,420509.39,52500.71
2023,34441.11,191063.32,189774.93,30380.17,421387.01,52610.28
2024,34958.8,193934.61,192028.47,30443.63,422264.63,52719.85
2025,35476.36,196805.9,194282.01,30506.87,423142.24,52829.42
2026,36166.94,200634.29,197286.73,30591.96,424312.4,52975.52
2027,36771.74,203984.13,199915.87,30667.22,425336.28,53103.35
2028,37290.12,206855.42,202169.41,30731.66,426213.9,53212.92
2029,37891.48,210205.25,204798.54,30801.76,427237.79,53340.75
2030,38319.96,212598.0,206676.49,30850.34,427969.13,53432.06
2031,39008.78,216426.38,209681.22,30932.91,429139.29,53578.16
2032,39699.68,220254.77,212685.94,31018.49,430309.45,53724.25
2033,40477.07,224561.7,216066.25,31114.92,431625.87,53888.61
2034,41253.72,228868.64,219446.57,31210.26,432942.3,54052.96
2035,41772.2,231739.93,221700.11,31274.79,433819.91,54162.53
2036,42548.2,236046.86,225080.42,31369.23,435136.34,54326.89
2037,42978.41,238439.61,226958.37,31420.51,435867.69,54418.2
2038,43754.09,242746.54,230338.69,31514.57,437184.11,54582.55
2039,44358.32,246096.38,232967.82,31588.94,438208.0,54710.39
2040,45220.78,250881.86,236723.72,31694.24,439670.69,54893.01
