year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,94040.0,81569.733189
2018,94040.0,81569.733189
2019,94040.0,81569.733189
2020,94040.0,81569.733189
2021,94040.0,81569.733189
2022,94040.0,81569.733189
2023,94040.0,81569.733189
2024,94040.0,81569.733189
2025,94040.0,81569.733189
2026,94040.0,81569.733189
2027,94041.0,81570.733189
2028,94041.0,81570.733189
2029,94040.0,81569.733189
2030,94040.0,81569.733189
2031,94039.0,81568.733189
2032,94040.0,81569.733189
2033,94040.0,81569.733189
2034,94040.0,81569.733189
2035,94040.0,81569.733189
2036,94040.0,81569.733189
