year,Base case diesel consumed,Modeled residential energy efficiency
2017,37559.0383818,27033.3637195
2018,37559.0383818,27033.3637195
2019,37559.0383818,27033.3637195
2020,37559.0383818,27033.3637195
2021,37559.0383818,27033.3637195
2022,37559.0383818,27033.3637195
2023,37559.0383818,27033.3637195
2024,37559.0383818,27033.3637195
2025,37559.0383818,27033.3637195
2026,37559.0383818,27033.3637195
2027,37559.0383818,27033.3637195
2028,37559.0383818,27033.3637195
2029,37559.0383818,27033.3637195
2030,37559.0383818,27033.3637195
2031,37559.0383818,27033.3637195
2032,37559.0383818,27033.3637195
2033,37559.0383818,27033.3637195
2034,37559.0383818,27033.3637195
2035,37559.0383818,27033.3637195
2036,37559.0383818,27033.3637195
