year,Base case cost,Modeled biomass for heat (cordwood)
2017,271075.981445,308396.969316
2018,296466.781445,329721.308257
2019,331261.581445,359219.014792
2020,349129.181445,374050.179384
2021,360413.981445,383187.097453
2022,369817.981445,390707.889215
2023,375460.381445,394980.802154
2024,381102.781445,399268.27613
2025,386745.181445,403569.969877
2026,394268.381445,409516.944778
2027,400855.444006,414666.045929
2028,406497.904006,419008.490381
2029,413076.381445,424175.182401
2030,417778.381445,427727.432013
2031,425297.058885,433734.584737
2032,432824.781445,439762.827192
2033,441288.381445,446614.006735
2034,449751.981445,453476.672914
2035,455394.381445,457903.464513
2036,463857.981445,464788.302616
