year,Base case cost,Modeled residential energy efficiency
2017,198667.61832,182168.749891
2018,209301.62684,189374.869681
2019,223874.157034,199480.677036
2020,231357.348214,204405.178298
2021,236083.574223,207322.608765
2022,240022.095897,209675.638576
2023,242385.208902,210886.777119
2024,244748.321906,212110.113332
2025,247111.43491,213345.361335
2026,250262.25225,215169.432788
2027,253019.217421,216716.268783
2028,255382.330426,217985.603078
2029,258139.295598,219554.366498
2030,260108.556435,220556.518875
2031,263259.373774,222434.789341
2032,266410.191113,224323.149484
2033,269954.86062,226509.95825
2034,273499.530126,228706.389282
2035,275862.643131,230046.430795
2036,279407.312637,232261.435077
