year,Base case cost,Modeled non-residential energy efficiency
2017,543095.549697,471981.495115
2018,559965.630958,487022.610821
2019,583083.890464,507950.404621
2020,594955.429129,518334.378563
2021,602453.243022,524628.767715
2022,608701.421267,529767.090658
2023,612450.328214,532575.361493
2024,616199.235161,535400.330506
2025,619948.142108,538241.606341
2026,624946.684703,542272.382326
2027,629320.409475,545731.921938
2028,633069.316422,548619.860701
2029,637443.041193,552109.418184
2030,640567.130315,554439.883514
2031,645565.672911,558544.856034
