year,Base case cost,Modeled residential energy efficiency
2017,144196.870184,150281.565158
2018,153078.657862,156801.696548
2019,165398.556899,165845.749768
2020,171415.251778,170262.612968
2021,175426.381697,173207.188435
2022,178577.983776,175520.783444
2023,174956.100479,171289.44046
2024,176617.737339,172493.982555
2025,178833.253153,174100.038682
2026,181325.708443,175906.851824
2027,183541.224257,177512.90795
2028,185202.861117,178717.450045
2029,187695.316407,180524.263187
2030,189080.01379,181528.048266
2031,191849.408557,183535.618424
2032,194341.863848,185342.431567
2033,197111.258614,187350.001725
2034,199880.653381,189357.571883
2035,201819.229718,190762.870993
2036,204588.624485,192770.441152
