year,Base case diesel consumed,Modeled solar power (pv)
2016,493692.618198,486554.955727
2017,497204.361777,490123.800606
2018,500642.944032,493619.02735
2019,503862.042313,496894.316965
2020,507007.97927,500095.995724
2021,510227.077551,503370.389873
2022,513226.691858,506424.857682
2023,516153.144841,509405.725338
2024,519006.436499,512312.996353
2025,521932.889482,515292.996857
2026,524859.342465,518272.56898
2027,527858.956772,521324.877476
2028,530785.409755,524303.603093
2029,533272.89479,526842.942581
2030,535833.54115,529455.028559
2031,538540.510159,532213.025669
2032,541686.447116,535409.582501
2033,544905.545397,538678.895699
2034,548124.643678,541947.807178
2035,551270.580635,545143.158826
