year,Base case cost,Modeled residential energy efficiency
2017,433001.991053,549012.297113
2018,521769.245663,625508.684361
2019,639836.417859,726650.522265
2020,701187.922334,780385.626309
2021,749284.250732,822981.221062
2022,784057.198152,853522.834909
2023,815865.08769,882368.790946
2024,836496.248698,900884.285168
2025,869190.74857,930616.851539
2026,899571.878837,957612.914947
2027,930159.131165,985661.367131
2028,955025.404519,1007988.84034
2029,992782.519716,1042360.88868
2030,1011897.50674,1059783.34227
2031,1044012.45277,1088513.22144
2032,1086438.13425,1127130.70271
2033,1126283.70935,1163591.21095
2034,1162988.41186,1196487.71325
2035,1193931.22313,1225314.85773
2036,1238819.7111,1266395.14548
