year,Base case cost,Modeled non-residential energy efficiency
2017,560675.796896,868872.331254
2018,716211.269209,1003669.44425
2019,930742.955157,1189596.49667
2020,1027282.21383,1273263.67025
2021,1097005.01177,1333689.96228
2022,1150637.93326,1380171.72539
2023,1188180.9783,1412708.95956
2024,1214997.43904,1435949.84111
2025,1252540.48408,1468487.07528
2026,1295446.82127,1505672.48577
2027,1327626.57416,1533561.54363
2028,1359806.32706,1561450.60149
2029,1402712.66424,1598636.01197
2030,1424165.83284,1617228.71721
2031,1467072.17003,1654414.1277
