year,Base case diesel consumed,Modeled non-residential ashp
2017,211669.010488,170701.183202
2018,214823.392421,173855.565135
2019,216400.583388,175432.756102
2020,219554.965321,178587.138035
2021,222709.347254,181741.519968
2022,224286.53822,183318.710934
2023,227440.920154,186473.092867
2024,229018.11112,188050.283834
2025,232172.493053,191204.665767
2026,233749.68402,192781.856733
2027,236904.065953,195936.238666
2028,238481.256919,197513.429633
2029,241635.638852,200667.811566
2030,243212.829819,202245.002532
2031,244790.020785,203822.193499
