year,Base case cost,Modeled diesel efficiency
2019,1577088.19244,1928230.52301
2020,1678196.41138,2020147.08569
2021,1755181.14678,2090133.20877
2022,1816822.48918,2146170.79278
2023,1863312.85288,2188434.75977
2024,1899563.55759,2221389.94587
2025,1946809.67777,2264340.96422
2026,1999714.09479,2312435.88879
2027,2042814.16271,2351617.76871
2028,2085986.66034,2390865.49383
2029,2138424.30811,2438536.08271
2030,2170125.84166,2467355.65867
2031,2224172.30696,2516488.80894
2032,2285916.80683,2572620.17246
2033,2343093.84521,2624599.29826
2034,2406267.18575,2682029.60784
2035,2447641.37802,2719642.5099
2036,2511175.40389,2777400.71524
2037,2551960.6475,2814478.20943
2038,2616458.20801,2873112.35535
