year,Base case diesel consumed,Modeled residential energy efficiency
2017,52454.7902822,42027.1883216
2018,52454.7902822,42027.1883216
2019,52454.7902822,42027.1883216
2020,53262.4699551,42834.8679944
2021,53262.4699551,42834.8679944
2022,53262.4699551,42834.8679944
2023,53262.4699551,42834.8679944
2024,52454.7902822,42027.1883216
2025,52454.7902822,42027.1883216
2026,52454.7902822,42027.1883216
2027,53262.4699551,42834.8679944
2028,53262.4699551,42834.8679944
2029,53262.4699551,42834.8679944
2030,53262.4699551,42834.8679944
2031,53262.4699551,42834.8679944
