year,Base case cost,Modeled non-residential energy efficiency
2017,610153.663009,572868.950463
2018,638663.24229,596548.932816
2019,677354.814171,629217.07981
2020,695682.400851,644006.238793
2021,708918.991231,654348.854354
2022,718082.784571,661139.741764
2023,724191.980131,665273.733463
2024,729282.976431,668541.224641
2025,735392.171992,672732.627031
2026,743537.766072,678742.822077
2027,749646.961632,682988.975659
2028,754737.957932,686365.999933
2029,761865.352752,691559.914518
2030,766956.349052,694987.929803
2031,774083.743872,700231.640268
