year,Base case cost,Modeled residential energy efficiency
2017,691205.389424,680475.223489
2018,718649.68834,703706.451089
2019,755895.522582,735726.766487
2020,783301.173481,760022.021215
2021,796207.396496,770368.1366
2022,805142.473967,777188.441444
2023,811099.192282,781370.784506
2024,805883.35275,774511.768784
2025,811764.273946,778671.529873
2026,819605.502208,784608.721904
2027,835918.851925,799251.661513
2028,840882.783854,802673.945719
2029,847832.288554,807897.163253
2030,852796.220482,811366.71207
2031,859745.725182,816636.086423
