year,Base case cost,Modeled diesel efficiency
2019,303887.645261,471155.329896
2020,319742.65284,481001.148927
2021,331193.491647,486950.236468
2022,339120.995437,489800.841381
2023,344405.997963,490351.271452
2024,348810.166735,490200.649218
2025,354095.169261,490948.153997
2026,361141.839296,493392.261795
2027,366426.841822,494327.711968
2028,370831.010594,494553.085951
2029,376996.846875,496468.53274
2030,381401.015647,496868.944478
2031,387566.851928,498955.326477
2032,394613.521963,501924.941185
2033,401660.191998,504975.097552
2034,408706.862033,508103.908128
2035,413111.030805,508907.255304
2036,419795.494364,511858.608198
2037,424195.866422,512806.766494
2038,431236.461716,516226.663293
