year,Base case cost,Modeled water and wastewater efficiency
2017,117868.976397,96581.7920984
2018,123256.565344,100067.363291
2019,130566.118428,104905.998563
2020,134032.828602,107059.40176
2021,136537.459935,108545.301356
2022,138267.554657,109494.803678
2023,139415.326488,110042.406657
2024,140367.849228,110459.17244
2025,141518.600206,111020.80853
2026,143059.350078,111861.49829
2027,144216.476173,112439.076855
2028,145183.444327,112888.963959
2029,146529.737144,113609.773382
2030,147488.138402,114063.995663
2031,148829.260307,114791.355566
