year,Base case cost,Modeled solar power (pv)
2016,211217.858799,219475.773979
2017,245540.760854,253187.205406
2018,270182.844381,277342.054693
2019,303887.645261,310467.836513
2020,319742.65284,325956.314592
2021,331193.491647,337098.286603
2022,339120.995437,344763.329218
2023,344405.997963,349821.358451
2024,348810.166735,354013.70779
2025,354095.169261,359082.348836
2026,361141.839296,365898.638383
2027,366426.841822,370977.654426
2028,370831.010594,375190.21738
2029,376996.846875,381150.396855
2030,381401.015647,385372.362934
2031,387566.851928,391342.034504
2032,394613.521963,398188.061733
2033,401660.191998,405038.797445
2034,408706.862033,411894.140282
2035,413111.030805,416138.263405
