year,Base case diesel consumed,Modeled residential ashp
2017,13946.1735936,-30430.5038175
2018,13946.1735936,-30430.5038175
2019,13946.1735936,-30430.5038175
2020,14160.9116731,-30215.765738
2021,14160.9116731,-30215.765738
2022,14160.9116731,-30215.765738
2023,14160.9116731,-30215.765738
2024,13946.1735936,-30430.5038175
2025,13946.1735936,-30430.5038175
2026,13946.1735936,-30430.5038175
2027,14160.9116731,-30215.765738
2028,14160.9116731,-30215.765738
2029,14160.9116731,-30215.765738
2030,14160.9116731,-30215.765738
2031,14160.9116731,-30215.765738
