year,Base case cost,Modeled wind power
2019,303887.645261,467475.576798
2020,319742.65284,474951.016698
2021,331193.491647,479152.630622
2022,339120.995437,480754.664462
2023,344405.997963,480431.424844
2024,348810.166735,479534.108647
2025,354095.169261,479413.971273
2026,361141.839296,480745.492707
2027,366426.841822,480819.049043
2028,370831.010594,480309.22892
2029,376996.846875,481244.337666
2030,381401.015647,480914.908833
2031,387566.851928,482026.180848
2032,394613.521963,483899.281839
2033,401660.191998,485855.387857
2034,408706.862033,487892.553727
2035,413111.030805,487978.384127
2036,419795.494364,489809.807901
2037,424195.866422,490044.638884
2038,431236.461716,492381.410515
