year,Base case cost,Modeled residential energy efficiency
2017,269575.778492,251042.006934
2018,286380.24087,263555.539576
2019,299863.399647,271463.230072
2020,311321.758171,279708.639668
2021,318558.616187,284661.713342
2022,324589.331199,288686.067037
2023,317754.729927,280382.666143
2024,321257.26297,282432.505725
2025,314074.973802,273813.251766
2026,318590.489906,276646.628613
2027,322541.566497,279060.833227
2028,314837.745487,269965.055956
2029,318653.610119,272273.002218
2030,310056.977695,262442.95579
2031,314263.437892,265038.842685
2032,306838.592165,256016.746364
2033,311397.01594,258860.662746
2034,315955.439714,261717.284647
2035,306899.499113,251362.75165
2036,311284.07894,254070.054268
