year,Base case diesel consumed,Modeled diesel efficiency
2019,55144.6894069,50131.5358244
2020,55144.6894069,50131.5358244
2021,55144.6894069,50131.5358244
2022,55144.6894069,50131.5358244
2023,55144.6894069,50131.5358244
2024,55144.6894069,50131.5358244
2025,55144.6894069,50131.5358244
2026,55144.6894069,50131.5358244
2027,55144.6894069,50131.5358244
2028,55144.6894069,50131.5358244
2029,55144.6894069,50131.5358244
2030,55144.6894069,50131.5358244
2031,55144.6894069,50131.5358244
2032,55144.6894069,50131.5358244
2033,55144.6894069,50131.5358244
2034,55144.6894069,50131.5358244
2035,55144.6894069,50131.5358244
2036,55144.6894069,50131.5358244
2037,55144.6894069,50131.5358244
2038,55144.6894069,50131.5358244
