year,Base case diesel consumed,Modeled non-residential ashp
2017,403762.169034,282633.518323
2018,403762.169034,282633.518323
2019,403762.169034,282633.518323
2020,403762.169034,282633.518323
2021,403762.169034,282633.518323
2022,403762.169034,282633.518323
2023,403762.169034,282633.518323
2024,403762.169034,282633.518323
2025,403762.169034,282633.518323
2026,403762.169034,282633.518323
2027,403762.169034,282633.518323
2028,403762.169034,282633.518323
2029,403762.169034,282633.518323
2030,403762.169034,282633.518323
2031,403762.169034,282633.518323
