year,Base case cost,Modeled residential energy efficiency
2017,1455738.15157,1500779.03261
2018,1526539.64661,1543162.1767
2019,1640835.7649,1621116.05648
2020,1690511.52376,1649519.18415
2021,1720778.27708,1663634.62266
2022,1733508.57486,1662845.25176
2023,1738758.19104,1656581.89128
2024,1739020.68615,1646713.22753
2025,1741237.26306,1638312.57768
2026,1749833.08582,1634558.84102
2027,1753486.74408,1627235.23017
2028,1752333.10751,1616473.58666
2029,1757401.36882,1610192.42223
2030,1759766.91238,1604436.59143
2031,1766305.97246,1599242.51607
2032,1763574.46981,1584892.63137
2033,1742301.84169,1552113.685
2034,1739861.02807,1537654.44571
2035,1717558.78548,1506548.37359
2036,1704285.16863,1481467.57105
