year,Base case cost,Modeled non-residential energy efficiency
2017,4296386.87463,3947217.58885
2018,4437703.63379,4079563.49008
2019,4631509.47493,4264608.72776
2020,4728412.39549,4352956.37151
2021,4793014.34254,4409203.55607
2022,4841465.80282,4449496.06858
2023,4877804.39804,4477866.94137
2024,4906067.74987,4498349.31428
2025,4938368.72339,4523051.67557
2026,4982782.56198,4560044.99437
2027,5019121.1572,4589136.98826
2028,5047384.50903,4610323.581
2029,5087760.72593,4643788.90031
2030,5107948.83438,4657228.08538
2031,5152362.67298,4695051.17843
