year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,403762.0,298547.511794
2018,403762.0,298547.511794
2019,403762.0,298547.511794
2020,403762.0,298547.511794
2021,403762.0,298547.511794
2022,403762.0,298547.511794
2023,403762.0,298547.511794
2024,403762.0,298547.511794
2025,403762.0,298547.511794
2026,403762.0,298547.511794
2027,403762.0,298547.511794
2028,403762.0,298547.511794
2029,403762.0,298547.511794
2030,403762.0,298547.511794
2031,403762.0,298547.511794
2032,,
2033,,
2034,,
2035,,
2036,,
