year,Base case diesel consumed,Modeled residential ashp
2017,24734.0392668,10837.884522
2018,24734.0392668,10837.884522
2019,24734.0392668,10837.884522
2020,24734.0392668,10837.884522
2021,24734.0392668,10837.884522
2022,24734.0392668,10837.884522
2023,24734.0392668,10837.884522
2024,24734.0392668,10837.884522
2025,24734.0392668,10837.884522
2026,24734.0392668,10837.884522
2027,24734.0392668,10837.884522
2028,24734.0392668,10837.884522
2029,26643.4081341,12747.2533893
2030,26643.4081341,12747.2533893
2031,26643.4081341,12747.2533893
