year,Base case diesel consumed,Modeled non-residential ashp
2017,22705.1884618,-26653.9169393
2018,22705.1884618,-26653.9169393
2019,22705.1884618,-26653.9169393
2020,22705.1884618,-26653.9169393
2021,22705.1884618,-26653.9169393
2022,22705.1884618,-26653.9169393
2023,22705.1884618,-26653.9169393
2024,22705.1884618,-26653.9169393
2025,22705.1884618,-26653.9169393
2026,22705.1884618,-26653.9169393
2027,22705.1884618,-26653.9169393
2028,22705.1884618,-26653.9169393
2029,22705.1884618,-26653.9169393
2030,22705.1884618,-26653.9169393
2031,22705.1884618,-26653.9169393
