year,Base case cost,Modeled water and wastewater efficiency
2017,79961.4329429,53621.5703091
2018,83921.3987957,55210.2111131
2019,89276.1384355,57470.9720299
2020,91880.4083474,58431.4718959
2021,93720.5973208,59035.669027
2022,95104.1458647,59429.7675591
2023,96182.7616639,59685.6022958
2024,97113.3987528,59878.0941231
2025,98048.2079166,60079.3049219
2026,99298.0790972,60437.3688296
2027,100394.743449,60728.5577171
2028,101338.45242,60952.8955698
2029,102463.253011,61272.184398
2030,103274.903033,61447.4304198
2031,104551.033003,61849.3466113
